x,1, 3, 5, 15, 50, 100
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.02004,0.02041,0.01361,0.01768,0.01541,0.01619,0.01601
0.04008,0.04081,0.02725,0.03533,0.03093,0.03216,0.03210
0.06012,0.06118,0.04094,0.05290,0.04662,0.04800,0.04806
0.08016,0.08151,0.05471,0.07036,0.06256,0.06397,0.06415
0.10020,0.10179,0.06858,0.08767,0.07875,0.08016,0.08016
0.12024,0.12201,0.08257,0.10480,0.09517,0.09635,0.09617
0.14028,0.14215,0.09671,0.12173,0.11176,0.11232,0.11226
0.16032,0.16220,0.11102,0.13843,0.12843,0.12816,0.12822
0.18036,0.18215,0.12552,0.15489,0.14508,0.14413,0.14431
0.20040,0.20198,0.14022,0.17109,0.16160,0.16033,0.16032
0.22044,0.22168,0.15515,0.18702,0.17793,0.17651,0.17633
0.24048,0.24124,0.17032,0.20269,0.19400,0.19248,0.19242
0.26052,0.26065,0.18575,0.21810,0.20981,0.20831,0.20838
0.28056,0.27989,0.20143,0.23326,0.22539,0.22429,0.22448
0.30060,0.29896,0.21738,0.24818,0.24080,0.24049,0.24048
0.32064,0.31784,0.23361,0.26289,0.25615,0.25668,0.25649
0.34068,0.33651,0.25012,0.27742,0.27155,0.27264,0.27259
0.36072,0.35497,0.26691,0.29179,0.28709,0.28846,0.28853
0.38076,0.37321,0.28397,0.30605,0.30287,0.30444,0.30464
0.40080,0.39121,0.30131,0.32023,0.31893,0.32065,0.32064
0.42084,0.40896,0.31891,0.33438,0.33527,0.33686,0.33665
0.44088,0.42645,0.33677,0.34853,0.35185,0.35280,0.35275
0.46092,0.44368,0.35486,0.36275,0.36859,0.36861,0.36869
0.48096,0.46062,0.37319,0.37706,0.38538,0.38459,0.38480
0.50100,0.47727,0.39172,0.39151,0.40209,0.40082,0.40079
0.52104,0.49361,0.41043,0.40616,0.41861,0.41703,0.41681
0.54108,0.50965,0.42931,0.42103,0.43486,0.43297,0.43291
0.56112,0.52535,0.44832,0.43617,0.45078,0.44876,0.44885
0.58116,0.54073,0.46744,0.45161,0.46638,0.46473,0.46497
0.60120,0.55577,0.48663,0.46738,0.48172,0.48099,0.48095
0.62124,0.57045,0.50587,0.48349,0.49690,0.49722,0.49697
0.64128,0.58477,0.52511,0.49996,0.51205,0.51314,0.51308
0.66132,0.59871,0.54432,0.51680,0.52733,0.52889,0.52900
0.68136,0.61228,0.56346,0.53401,0.54285,0.54487,0.54514
0.70140,0.62546,0.58249,0.55157,0.55872,0.56116,0.56111
0.72144,0.63825,0.60137,0.56947,0.57500,0.57741,0.57713
0.74148,0.65063,0.62006,0.58768,0.59165,0.59331,0.59325
0.76152,0.66259,0.63851,0.60617,0.60861,0.60902,0.60915
0.78156,0.67414,0.65667,0.62489,0.62574,0.62499,0.62531
0.80160,0.68526,0.67451,0.64378,0.64287,0.64133,0.64127
0.82164,0.69594,0.69198,0.66278,0.65980,0.65763,0.65728
0.84168,0.70619,0.70902,0.68183,0.67638,0.67349,0.67342
0.86172,0.71598,0.72560,0.70085,0.69247,0.68913,0.68929
0.88176,0.72532,0.74168,0.71974,0.70802,0.70510,0.70548
0.90180,0.73421,0.75720,0.73844,0.72306,0.72152,0.72142
0.92184,0.74262,0.77212,0.75683,0.73770,0.73787,0.73744
0.94188,0.75057,0.78640,0.77482,0.75216,0.75368,0.75360
0.96192,0.75803,0.80001,0.79232,0.76667,0.76920,0.76943
0.98196,0.76502,0.81289,0.80922,0.78153,0.78516,0.78567
1.00200,0.77153,0.82501,0.82542,0.79698,0.80173,0.80156
1.02204,0.77754,0.83634,0.84082,0.81324,0.81820,0.81759
1.04208,0.78306,0.84684,0.85532,0.83038,0.83388,0.83379
1.06212,0.78808,0.85649,0.86882,0.84837,0.84916,0.84953
1.08216,0.79261,0.86524,0.88124,0.86700,0.86512,0.86589
1.10220,0.79663,0.87307,0.89249,0.88590,0.88204,0.88168
1.12224,0.80015,0.87996,0.90249,0.90455,0.89876,0.89774
1.14228,0.80316,0.88589,0.91117,0.92233,0.91408,0.91404
1.16232,0.80565,0.89084,0.91847,0.93853,0.92867,0.92951
1.18236,0.80764,0.89479,0.92433,0.95244,0.94478,0.94631
1.20240,0.80912,0.89774,0.92872,0.96339,0.96321,0.96157
1.22244,0.81008,0.89966,0.93160,0.97085,0.98070,0.97807
1.24248,0.81053,0.90056,0.93295,0.97441,0.99100,0.99418
1.26253,0.81047,0.90043,0.93275,0.97390,0.98943,0.99126
1.28257,0.80989,0.89928,0.93102,0.96934,0.97674,0.97349
1.30261,0.80880,0.89710,0.92776,0.96096,0.95849,0.95795
1.32265,0.80719,0.89390,0.92300,0.94921,0.94051,0.94209
1.34269,0.80508,0.88970,0.91678,0.93467,0.92497,0.92555
1.36273,0.80245,0.88450,0.90913,0.91801,0.91038,0.91010
1.38277,0.79931,0.87833,0.90011,0.89995,0.89468,0.89361
1.40281,0.79567,0.87120,0.88979,0.88118,0.87777,0.87781
1.42285,0.79152,0.86313,0.87824,0.86230,0.86103,0.86179
1.44289,0.78687,0.85416,0.86554,0.84381,0.84532,0.84555
1.46293,0.78173,0.84430,0.85178,0.82601,0.83003,0.82981
1.48297,0.77608,0.83359,0.83705,0.80909,0.81414,0.81351
1.50301,0.76995,0.82205,0.82144,0.79305,0.79756,0.79764
1.52305,0.76332,0.80974,0.80506,0.77777,0.78110,0.78160
1.54309,0.75621,0.79667,0.78800,0.76302,0.76530,0.76544
1.56313,0.74862,0.78289,0.77037,0.74855,0.74978,0.74960
1.58317,0.74056,0.76845,0.75226,0.73407,0.73383,0.73338
1.60321,0.73203,0.75337,0.73379,0.71934,0.71739,0.71747
1.62325,0.72303,0.73771,0.71504,0.70418,0.70105,0.70143
1.64329,0.71358,0.72150,0.69610,0.68849,0.68521,0.68530
1.66333,0.70367,0.70480,0.67707,0.67227,0.66956,0.66942
1.68337,0.69331,0.68765,0.65803,0.65560,0.65359,0.65324
1.70341,0.68252,0.67009,0.63904,0.63860,0.63723,0.63730
1.72345,0.67129,0.65216,0.62019,0.62145,0.62096,0.62126
1.74349,0.65964,0.63392,0.60153,0.60435,0.60509,0.60516
1.76353,0.64757,0.61541,0.58310,0.58746,0.58937,0.58925
1.78357,0.63509,0.59667,0.56497,0.57089,0.57338,0.57309
1.80361,0.62221,0.57775,0.54715,0.55472,0.55707,0.55714
1.82365,0.60893,0.55868,0.52967,0.53894,0.54084,0.54109
1.84369,0.59526,0.53952,0.51256,0.52349,0.52495,0.52501
1.86373,0.58122,0.52030,0.49581,0.50826,0.50919,0.50908
1.88377,0.56681,0.50106,0.47943,0.49311,0.49318,0.49294
1.90381,0.55204,0.48183,0.46340,0.47791,0.47691,0.47698
1.92385,0.53692,0.46265,0.44772,0.46251,0.46071,0.46093
1.94389,0.52146,0.44356,0.43236,0.44683,0.44480,0.44485
1.96393,0.50567,0.42458,0.41729,0.43083,0.42901,0.42891
1.98397,0.48955,0.40574,0.40248,0.41451,0.41300,0.41278
2.00401,0.47313,0.38707,0.38788,0.39793,0.39675,0.39682
2.02405,0.45641,0.36859,0.37347,0.38118,0.38057,0.38077
2.04409,0.43940,0.35032,0.35918,0.36440,0.36465,0.36470
2.06413,0.42211,0.33228,0.34499,0.34769,0.34884,0.34874
2.08417,0.40455,0.31449,0.33084,0.33116,0.33282,0.33262
2.10421,0.38673,0.29695,0.31669,0.31489,0.31659,0.31666
2.12425,0.36867,0.27968,0.30250,0.29890,0.30042,0.30061
2.14429,0.35038,0.26268,0.28821,0.28319,0.28450,0.28454
2.16433,0.33186,0.24597,0.27380,0.26769,0.26867,0.26858
2.18437,0.31314,0.22953,0.25923,0.25231,0.25265,0.25246
2.20441,0.29421,0.21337,0.24447,0.23696,0.23643,0.23650
2.22445,0.27510,0.19748,0.22949,0.22151,0.22027,0.22044
2.24449,0.25581,0.18187,0.21427,0.20588,0.20435,0.20438
2.26453,0.23636,0.16651,0.19880,0.19001,0.18851,0.18842
2.28457,0.21677,0.15140,0.18306,0.17387,0.17248,0.17231
2.30461,0.19703,0.13653,0.16706,0.15749,0.15627,0.15634
2.32465,0.17717,0.12187,0.15080,0.14092,0.14011,0.14028
2.34469,0.15720,0.10742,0.13428,0.12426,0.12419,0.12422
2.36473,0.13712,0.09316,0.11752,0.10760,0.10835,0.10826
2.38477,0.11696,0.07906,0.10053,0.09104,0.09232,0.09215
2.40481,0.09673,0.06510,0.08335,0.07468,0.07610,0.07618
2.42485,0.07643,0.05126,0.06600,0.05855,0.05996,0.06012
2.44489,0.05609,0.03751,0.04852,0.04268,0.04404,0.04406
2.46493,0.03571,0.02384,0.03092,0.02703,0.02819,0.02809
2.48497,0.01531,0.01021,0.01327,0.01155,0.01216,0.01199
